ppm,intensity
1.16,0.002745
1.165,0.002334
1.17,0.001841
1.175,0.002227
1.18,0.001201
1.185,0.002037
1.19,0.001734
1.195,0.00155
1.2,0.001446
1.205,0.002184
1.21,0.002031
1.215,0.002056
1.22,0.002295
1.225,0.001704
1.23,0.001568
1.235,0.001378
1.24,0.001883
1.245,0.002266
1.25,0.001948
1.255,0.002224
1.26,0.001587
1.265,0.001836
1.27,0.001732
1.275,0.001563
1.28,0.002651
1.285,0.002298
1.29,0.001733
1.295,0.001732
1.3,0.00198
1.305,0.001495
1.31,0.002153
1.315,0.001547
1.32,0.00187
1.325,0.001641
1.33,0.001832
1.335,0.001534
1.34,0.00145
1.345,0.001662
1.35,0.001762
1.355,0.001897
1.36,0.002024
1.365,0.002534
1.37,0.002284
1.375,0.001911
1.38,0.002254
1.385,0.001759
1.39,0.002507
1.395,0.002192
1.4,0.001525
1.405,0.002264
1.41,0.002286
1.415,0.00106
1.42,0.001738
1.425,0.001834
1.43,0.001325
1.435,0.001626
1.44,0.001668
1.445,0.002177
1.45,0.002105
1.455,0.002919
1.46,0.001862
1.465,0.002404
1.47,0.002028
1.475,0.002095
1.48,0.001594
1.485,0.001331
1.49,0.001731
1.495,0.002267
1.5,0.002554
1.505,0.002211
1.51,0.002174
1.515,0.001706
1.52,0.002537
1.525,0.00247
1.53,0.001814
1.535,0.001984
1.54,0.001651
1.545,0.002514
1.55,0.002142
1.555,0.001967
1.56,0.002142
1.565,0.002154
1.57,0.001856
1.575,0.001565
1.58,0.001551
1.585,0.001392
1.59,0.002161
1.595,0.002776
1.6,0.001405
1.605,0.002048
1.61,0.002144
1.615,0.001655
1.62,0.002072
1.625,0.001616
1.63,0.00242
1.635,0.001792
1.64,0.002035
1.645,0.002239
1.65,0.00185
1.655,0.001373
1.66,0.001814
1.665,0.002267
1.67,0.00197
1.675,0.00208
1.68,0.001622
1.685,0.00205
1.69,0.002255
1.695,0.002013
1.7,0.002668
1.705,0.001927
1.71,0.001636
1.715,0.001434
1.72,0.002403
1.725,0.001979
1.73,0.002354
1.735,0.00216
1.74,0.002569
1.745,0.002443
1.75,0.001868
1.755,0.002096
1.76,0.00238
1.765,0.001567
1.77,0.002508
1.775,0.002424
1.78,0.002344
1.785,0.00193
1.79,0.002106
1.795,0.001609
1.8,0.00202
1.805,0.001794
1.81,0.00203
1.815,0.001827
1.82,0.002099
1.825,0.002413
1.83,0.001542
1.835,0.002324
1.84,0.001303
1.845,0.001244
1.85,0.001958
1.855,0.002002
1.86,0.002155
1.865,0.001423
1.87,0.001979
1.875,0.002044
1.88,0.002439
1.885,0.001964
1.89,0.002185
1.895,0.001658
1.9,0.001934
1.905,0.001844
1.91,0.002246
1.915,0.001654
1.92,0.001708
1.925,0.002202
1.93,0.002626
1.935,0.002134
1.94,0.002106
1.945,0.001879
1.95,0.002381
1.955,0.002189
1.96,0.002607
1.965,0.002116
1.97,0.001668
1.975,0.001801
1.98,0.001654
1.985,0.001562
1.99,0.002442
1.995,0.002283
2.0,0.001566
2.005,0.002623
2.01,0.002086
2.015,0.001665
2.02,0.002135
2.025,0.001976
2.03,0.00173
2.035,0.00132
2.04,0.002013
2.045,0.002102
2.05,0.001097
2.055,0.002194
2.06,0.002216
2.065,0.001836
2.07,0.002039
2.075,0.001903
2.08,0.001711
2.085,0.001888
2.09,0.002524
2.095,0.001662
2.1,0.002603
2.105,0.003538
2.11,0.005618
2.115,0.011235
2.12,0.02262
2.125,0.045639
2.13,0.086663
2.135,0.153121
2.14,0.251038
2.145,0.384241
2.15,0.541208
2.155,0.708693
2.16,0.858916
2.165,0.964015
2.17,1.002455
2.175,0.963987
2.18,0.859464
2.185,0.709048
2.19,0.541042
2.195,0.383534
2.2,0.251125
2.205,0.153964
2.21,0.086523
2.215,0.045608
2.22,0.022441
2.225,0.010936
2.23,0.005663
2.235,0.003124
2.24,0.00209
2.245,0.001926
2.25,0.001979
2.255,0.002522
2.26,0.001408
2.265,0.001808
2.27,0.001666
2.275,0.00147
2.28,0.001557
2.285,0.001683
2.29,0.002251
2.295,0.001932
2.3,0.001812
2.305,0.002214
2.31,0.002098
2.315,0.001922
2.32,0.002135
2.325,0.00171
2.33,0.00222
2.335,0.002163
2.34,0.001856
2.345,0.001573
2.35,0.002532
2.355,0.002033
2.36,0.003068
2.365,0.001771
2.37,0.002298
2.375,0.001848
2.38,0.002089
2.385,0.002292
2.39,0.00172
2.395,0.001965
2.4,0.002056
2.405,0.00204
2.41,0.002209
2.415,0.002359
2.42,0.002292
2.425,0.002092
2.43,0.001878
2.435,0.001605
2.44,0.001743
2.445,0.001815
2.45,0.002239
2.455,0.001873
2.46,0.001565
2.465,0.002219
2.47,0.001719
2.475,0.001732
2.48,0.001921
2.485,0.002166
2.49,0.001155
2.495,0.001607
2.5,0.002061
2.505,0.001873
2.51,0.001697
2.515,0.00181
2.52,0.002485
2.525,0.00184
2.53,0.002249
2.535,0.002277
2.54,0.001842
2.545,0.002155
2.55,0.001842
2.555,0.001786
2.56,0.001606
2.565,0.002306
2.57,0.001861
2.575,0.001807
2.58,0.001605
2.585,0.002633
2.59,0.00226
2.595,0.001954
2.6,0.001757
2.605,0.001465
2.61,0.002102
2.615,0.002101
2.62,0.001507
2.625,0.002407
2.63,0.002272
2.635,0.001663
2.64,0.001806
2.645,0.00185
2.65,0.002056
2.655,0.001949
2.66,0.001426
2.665,0.002516
2.67,0.002111
2.675,0.002441
2.68,0.002439
2.685,0.001927
2.69,0.00212
2.695,0.002258
2.7,0.002269
2.705,0.001943
2.71,0.001784
2.715,0.002012
2.72,0.001719
2.725,0.001805
2.73,0.001289
2.735,0.002029
2.74,0.001641
2.745,0.001805
2.75,0.001982
2.755,0.00211
2.76,0.002661
2.765,0.002072
2.77,0.001505
2.775,0.002046
2.78,0.001791
2.785,0.00214
2.79,0.00176
2.795,0.001752
2.8,0.001821
2.805,0.00178
2.81,0.001361
2.815,0.001766
2.82,0.001995
2.825,0.00242
2.83,0.001897
2.835,0.00187
2.84,0.002203
2.845,0.002189
2.85,0.00256
2.855,0.002205
2.86,0.001993
2.865,0.002468
2.87,0.002535
2.875,0.001834
2.88,0.002055
2.885,0.001412
2.89,0.001873
2.895,0.001691
2.9,0.001925
2.905,0.001831
2.91,0.001942
2.915,0.001964
2.92,0.002173
2.925,0.002081
2.93,0.001803
2.935,0.001549
2.94,0.002432
2.945,0.002496
2.95,0.001841
2.955,0.002196
2.96,0.001466
2.965,0.001453
2.97,0.001906
2.975,0.002515
2.98,0.001634
2.985,0.001708
2.99,0.002563
2.995,0.001337
3.0,0.002226
3.005,0.002171
3.01,0.001928
3.015,0.002066
3.02,0.002918
3.025,0.001606
3.03,0.00189
3.035,0.001917
3.04,0.001759
3.045,0.00153
3.05,0.002558
3.055,0.002077
3.06,0.001385
3.065,0.001754
3.07,0.002142
3.075,0.002141
3.08,0.001496
3.085,0.001968
3.09,0.002091
3.095,0.002137
3.1,0.002138
3.105,0.001362
3.11,0.002646
3.115,0.002074
3.12,0.002632
3.125,0.003002
3.13,0.001944
3.135,0.001568
3.14,0.002302
3.145,0.001937
3.15,0.001842
3.155,0.001638
3.16,0.002591
3.165,0.001845
3.17,0.00151
3.175,0.001843
3.18,0.001595
3.185,0.002055
3.19,0.001853
3.195,0.00163
3.2,0.002211
3.205,0.001775
3.21,0.002253
3.215,0.002441
3.22,0.001873
3.225,0.001774
3.23,0.00207
3.235,0.002312
3.24,0.001999
3.245,0.002049
3.25,0.001991
3.255,0.002109
3.26,0.00222
3.265,0.001753
3.27,0.001831
3.275,0.002015
3.28,0.001767
3.285,0.002048
3.29,0.002188
3.295,0.001992
3.3,0.001789
3.305,0.001728
3.31,0.002613
3.315,0.002307
3.32,0.001608
3.325,0.001706
3.33,0.002656
3.335,0.002529
3.34,0.002045
3.345,0.002405
3.35,0.00148
3.355,0.002
3.36,0.002259
3.365,0.001349
3.37,0.001726
3.375,0.002274
3.38,0.002396
3.385,0.001792
3.39,0.002101
3.395,0.00256
3.4,0.001866
3.405,0.001533
3.41,0.001979
3.415,0.001862
3.42,0.002455
3.425,0.002056
3.43,0.001719
3.435,0.00284
3.44,0.001825
3.445,0.002165
3.45,0.002237
3.455,0.002275
3.46,0.002061
3.465,0.002205
3.47,0.001976
3.475,0.001503
3.48,0.001923
3.485,0.001931
3.49,0.001938
3.495,0.002048
3.5,0.001781
3.505,0.002463
3.51,0.002548
3.515,0.00123
3.52,0.002003
3.525,0.001751
3.53,0.001088
3.535,0.002144
3.54,0.001783
3.545,0.001868
3.55,0.001772
3.555,0.00238
3.56,0.002434
3.565,0.002097
3.57,0.002243
3.575,0.001961
3.58,0.002049
3.585,0.00174
3.59,0.002012
3.595,0.00175
3.6,0.002131
3.605,0.00229
3.61,0.002109
3.615,0.002414
3.62,0.002942
3.625,0.001263
3.63,0.002005
3.635,0.001801
3.64,0.00184
3.645,0.001525
3.65,0.002018
3.655,0.00191
3.66,0.001779
3.665,0.001911
3.67,0.001793
3.675,0.00118
3.68,0.002377
3.685,0.001894
3.69,0.001668
3.695,0.002107
3.7,0.001768
3.705,0.001239
3.71,0.00231
3.715,0.001413
3.72,0.001924
3.725,0.002042
3.73,0.002472
3.735,0.002417
3.74,0.002058
3.745,0.001733
3.75,0.001854
3.755,0.002381
3.76,0.002625
3.765,0.00219
3.77,0.001774
3.775,0.00236
3.78,0.001869
3.785,0.001857
3.79,0.001902
3.795,0.002207
3.8,0.002096
3.805,0.002347
3.81,0.002454
3.815,0.00218
3.82,0.001184
3.825,0.001406
3.83,0.002056
3.835,0.001977
3.84,0.002756
3.845,0.001989
3.85,0.001947
3.855,0.00233
3.86,0.002373
3.865,0.001918
3.87,0.002166
3.875,0.001603
3.88,0.00167
3.885,0.002432
3.89,0.001508
3.895,0.002323
3.9,0.002237
3.905,0.002269
3.91,0.002319
3.915,0.002197
3.92,0.00125
3.925,0.001648
3.93,0.00179
3.935,0.00232
3.94,0.001605
3.945,0.001753
3.95,0.001873
3.955,0.002461
3.96,0.001496
3.965,0.001526
3.97,0.00222
3.975,0.001256
3.98,0.002116
3.985,0.001841
3.99,0.001448
3.995,0.001853
4.0,0.001649
4.005,0.002059
4.01,0.002127
4.015,0.002521
4.02,0.001996
4.025,0.002035
4.03,0.001798
4.035,0.001992
4.04,0.002367
4.045,0.001326
4.05,0.002231
4.055,0.001813
4.06,0.002026
4.065,0.002114
4.07,0.002298
4.075,0.002083
4.08,0.001863
4.085,0.002109
4.09,0.002004
4.095,0.001928
4.1,0.002072
4.105,0.002306
4.11,0.002048
4.115,0.002054
4.12,0.001549
4.125,0.001956
4.13,0.00135
4.135,0.002252
4.14,0.001671
4.145,0.002453
4.15,0.003048
4.155,0.001861
4.16,0.002465
4.165,0.002141
4.17,0.001805
4.175,0.001706
4.18,0.002197
4.185,0.002488
4.19,0.002124
4.195,0.001471
4.2,0.001635
4.205,0.00192
4.21,0.002475
4.215,0.002099
4.22,0.002115
4.225,0.002424
4.23,0.001928
4.235,0.001969
4.24,0.001936
4.245,0.001378
4.25,0.002163
4.255,0.002144
4.26,0.002341
4.265,0.001584
4.27,0.001714
4.275,0.002327
4.28,0.002113
4.285,0.002481
4.29,0.001698
4.295,0.00207
4.3,0.001763
4.305,0.002108
4.31,0.00183
4.315,0.002188
4.32,0.002378
4.325,0.002236
4.33,0.001367
4.335,0.002329
4.34,0.002157
4.345,0.001635
4.35,0.00169
4.355,0.002003
4.36,0.002201
4.365,0.001842
4.37,0.001432
4.375,0.002099
4.38,0.002059
4.385,0.002854
4.39,0.001549
4.395,0.002883
4.4,0.002611
4.405,0.002106
4.41,0.002581
4.415,0.002034
4.42,0.002342
4.425,0.001743
4.43,0.002028
4.435,0.001645
4.44,0.001449
4.445,0.001905
4.45,0.001769
4.455,0.0022
4.46,0.002445
4.465,0.001941
4.47,0.002021
4.475,0.002066
4.48,0.001413
4.485,0.002094
4.49,0.002004
4.495,0.001984
4.5,0.001615
4.505,0.001306
4.51,0.001912
4.515,0.002111
4.52,0.002469
4.525,0.002396
4.53,0.002509
4.535,0.002129
4.54,0.002405
4.545,0.001928
4.55,0.00222
4.555,0.002326
4.56,0.002941
4.565,0.002085
4.57,0.001555
4.575,0.002482
4.58,0.001723
4.585,0.001979
4.59,0.001897
4.595,0.001682
4.6,0.002467
4.605,0.002209
4.61,0.001786
4.615,0.002024
4.62,0.001848
4.625,0.002215
4.63,0.001868
4.635,0.001732
4.64,0.001774
4.645,0.001847
4.65,0.002101
4.655,0.001678
4.66,0.001969
4.665,0.002155
4.67,0.002818
4.675,0.0023
4.68,0.000956
4.685,0.001821
4.69,0.001861
4.695,0.002112
4.7,0.002549
4.705,0.00226
4.71,0.001194
4.715,0.002107
4.72,0.002038
4.725,0.002145
4.73,0.002476
4.735,0.001618
4.74,0.002386
4.745,0.001421
4.75,0.002018
4.755,0.002133
4.76,0.0028
4.765,0.001754
4.77,0.001407
4.775,0.00224
4.78,0.001769
4.785,0.002547
4.79,0.001752
4.795,0.001693
4.8,0.002436
4.805,0.00203
4.81,0.00235
4.815,0.001499
4.82,0.002578
4.825,0.001794
4.83,0.002287
4.835,0.001648
4.84,0.001457
4.845,0.00191
4.85,0.002061
4.855,0.002552
4.86,0.002123
4.865,0.00225
4.87,0.002231
4.875,0.003089
4.88,0.001714
4.885,0.002439
4.89,0.001948
4.895,0.002091
4.9,0.001809
4.905,0.002407
4.91,0.001561
4.915,0.001537
4.92,0.001927
4.925,0.001595
4.93,0.002246
4.935,0.002323
4.94,0.001736
4.945,0.002274
4.95,0.001768
4.955,0.001985
4.96,0.002002
4.965,0.002657
4.97,0.002
4.975,0.001681
4.98,0.001679
4.985,0.00242
4.99,0.001416
4.995,0.001835
5.0,0.001867
5.005,0.001142
5.01,0.001836
5.015,0.002351
5.02,0.002081
5.025,0.001685
5.03,0.002242
5.035,0.002181
5.04,0.002709
5.045,0.00174
5.05,0.001864
5.055,0.002014
5.06,0.001951
5.065,0.00203
5.07,0.001962
5.075,0.001757
5.08,0.001438
5.085,0.001804
5.09,0.001513
5.095,0.001632
5.1,0.001808
5.105,0.002176
5.11,0.002297
5.115,0.001634
5.12,0.002104
5.125,0.002277
5.13,0.00198
5.135,0.001421
5.14,0.00124
5.145,0.002272
5.15,0.002314
5.155,0.00209
5.16,0.001624
5.165,0.002501
5.17,0.002417
5.175,0.001976
5.18,0.001914
5.185,0.001306
5.19,0.002254
5.195,0.001426
5.2,0.002229
5.205,0.002246
5.21,0.002024
5.215,0.002544
5.22,0.001878
5.225,0.002197
5.23,0.00227
5.235,0.002078
5.24,0.001845
5.245,0.002422
5.25,0.002139
5.255,0.001924
5.26,0.001933
5.265,0.002037
5.27,0.00279
5.275,0.002028
5.28,0.001908
5.285,0.001619
5.29,0.001564
5.295,0.001327
5.3,0.002073
5.305,0.002001
5.31,0.001631
5.315,0.00147
5.32,0.001876
5.325,0.001807
5.33,0.001523
5.335,0.002096
5.34,0.00204
5.345,0.001972
5.35,0.00226
5.355,0.001761
5.36,0.002466
5.365,0.001635
5.37,0.00217
5.375,0.002212
5.38,0.001898
5.385,0.002112
5.39,0.00154
5.395,0.001463
5.4,0.001919
5.405,0.001734
5.41,0.002196
5.415,0.002
5.42,0.002205
5.425,0.002101
5.43,0.00206
5.435,0.002022
5.44,0.001858
5.445,0.001826
5.45,0.002701
5.455,0.001372
5.46,0.001923
5.465,0.00234
5.47,0.002135
5.475,0.002482
5.48,0.002181
5.485,0.001546
5.49,0.001873
5.495,0.001496
5.5,0.002333
5.505,0.002493
5.51,0.001833
5.515,0.002177
5.52,0.001843
5.525,0.001483
5.53,0.00183
5.535,0.001432
5.54,0.001787
5.545,0.00206
5.55,0.00224
5.555,0.002439
5.56,0.001868
5.565,0.002067
5.57,0.002132
5.575,0.002179
5.58,0.000986
5.585,0.001712
5.59,0.002262
5.595,0.001592
5.6,0.00207
5.605,0.002275
5.61,0.001319
5.615,0.001916
5.62,0.002065
5.625,0.001986
5.63,0.001446
5.635,0.002103
5.64,0.001785
5.645,0.002269
5.65,0.002131
5.655,0.001787
5.66,0.002041
5.665,0.001737
5.67,0.001733
5.675,0.001425
5.68,0.001894
5.685,0.002258
5.69,0.002016
5.695,0.001967
5.7,0.001753
5.705,0.001789
5.71,0.002232
5.715,0.001448
5.72,0.002692
5.725,0.001947
5.73,0.00273
5.735,0.00238
5.74,0.001822
5.745,0.002224
5.75,0.002056
5.755,0.002128
5.76,0.002243
5.765,0.001773
5.77,0.001747
5.775,0.001817
5.78,0.001484
5.785,0.00187
5.79,0.002042
5.795,0.002048
5.8,0.002028
5.805,0.001821
5.81,0.002235
5.815,0.00124
5.82,0.001819
5.825,0.001842
5.83,0.00227
5.835,0.002188
5.84,0.002235
5.845,0.001959
5.85,0.002285
5.855,0.001601
5.86,0.001976
5.865,0.001211
5.87,0.002549
5.875,0.002506
5.88,0.001739
5.885,0.001651
5.89,0.001213
5.895,0.001411
5.9,0.00199
5.905,0.001892
5.91,0.001431
5.915,0.001772
5.92,0.001715
5.925,0.002112
5.93,0.002196
5.935,0.001871
5.94,0.001988
5.945,0.001946
5.95,0.001217
5.955,0.002011
5.96,0.001926
5.965,0.002211
5.97,0.001306
5.975,0.002217
5.98,0.001726
5.985,0.002043
5.99,0.002374
5.995,0.001433
6.0,0.001491
6.005,0.002298
6.01,0.001551
6.015,0.001614
6.02,0.002161
6.025,0.001879
6.03,0.002223
6.035,0.002056
6.04,0.001942
6.045,0.002296
6.05,0.002717
6.055,0.001917
6.06,0.00247
6.065,0.002348
6.07,0.00199
6.075,0.002112
6.08,0.001624
6.085,0.001736
6.09,0.002049
6.095,0.001936
6.1,0.002408
6.105,0.001497
6.11,0.00185
6.115,0.001729
6.12,0.001899
6.125,0.00236
6.13,0.00153
6.135,0.00225
6.14,0.001746
6.145,0.00184
6.15,0.002303
6.155,0.001854
6.16,0.002187
6.165,0.001994
6.17,0.001893
6.175,0.001828
6.18,0.001348
6.185,0.001693
6.19,0.002013
6.195,0.002026
6.2,0.001433
6.205,0.002307
6.21,0.002157
6.215,0.0015
6.22,0.001591
6.225,0.002134
6.23,0.001341
6.235,0.001697
6.24,0.001939
6.245,0.001914
6.25,0.001938
6.255,0.002096
6.26,0.001679
6.265,0.001789
6.27,0.002679
6.275,0.001469
6.28,0.001803
6.285,0.001999
6.29,0.001734
6.295,0.002389
6.3,0.001987
6.305,0.002227
6.31,0.001046
6.315,0.002378
6.32,0.002365
6.325,0.001698
6.33,0.002421
6.335,0.002057
6.34,0.002289
6.345,0.002599
6.35,0.002
6.355,0.00161
6.36,0.001962
6.365,0.001519
6.37,0.001685
6.375,0.001699
6.38,0.001718
6.385,0.002376
6.39,0.002261
6.395,0.001654
6.4,0.002365
6.405,0.001381
6.41,0.00174
6.415,0.001921
6.42,0.002387
6.425,0.002226
6.43,0.002131
6.435,0.002429
6.44,0.002224
6.445,0.002452
6.45,0.001699
6.455,0.001382
6.46,0.001829
6.465,0.002266
6.47,0.002067
6.475,0.002287
6.48,0.002225
6.485,0.002157
6.49,0.002263
6.495,0.001726
6.5,0.00236
6.505,0.001625
6.51,0.001937
6.515,0.001481
6.52,0.002154
6.525,0.001434
6.53,0.00247
6.535,0.001506
6.54,0.002068
6.545,0.001928
6.55,0.00167
6.555,0.002415
6.56,0.001827
6.565,0.002491
6.57,0.001618
6.575,0.001697
6.58,0.001277
6.585,0.002172
6.59,0.002299
6.595,0.002057
6.6,0.001921
6.605,0.001655
6.61,0.002802
6.615,0.002239
6.62,0.001332
6.625,0.00187
6.63,0.001064
6.635,0.002532
6.64,0.002672
6.645,0.002491
6.65,0.00196
6.655,0.001771
6.66,0.001487
6.665,0.002166
6.67,0.001718
6.675,0.001848
6.68,0.001755
6.685,0.001871
6.69,0.002295
6.695,0.002572
6.7,0.002033
6.705,0.001987
6.71,0.00159
6.715,0.001549
6.72,0.001608
6.725,0.002291
6.73,0.002068
6.735,0.002321
6.74,0.00213
6.745,0.001841
6.75,0.001545
6.755,0.001853
6.76,0.00148
6.765,0.002685
6.77,0.002077
6.775,0.001854
6.78,0.002684
6.785,0.001848
6.79,0.002179
6.795,0.001925
6.8,0.002109
6.805,0.001854
6.81,0.002157
6.815,0.002486
6.82,0.001539
6.825,0.001201
6.83,0.00246
6.835,0.002043
6.84,0.002292
6.845,0.001882
6.85,0.002529
6.855,0.002627
6.86,0.001571
6.865,0.002221
6.87,0.001768
6.875,0.001414
6.88,0.001876
6.885,0.002183
6.89,0.001498
6.895,0.001527
6.9,0.002416
6.905,0.001991
6.91,0.002121
6.915,0.001574
6.92,0.001746
6.925,0.002019
6.93,0.002042
6.935,0.002026
6.94,0.002536
6.945,0.002031
6.95,0.001429
6.955,0.00166
6.96,0.001948
6.965,0.002419
6.97,0.001723
6.975,0.001827
6.98,0.001955
6.985,0.001713
6.99,0.001671
6.995,0.001878
7.0,0.002312
7.005,0.00213
7.01,0.001857
7.015,0.002101
7.02,0.001504
7.025,0.00231
7.03,0.002219
7.035,0.002062
7.04,0.001379
7.045,0.002675
7.05,0.000921
7.055,0.001602
7.06,0.00163
7.065,0.002202
7.07,0.001425
7.075,0.002039
7.08,0.001901
7.085,0.001852
7.09,0.002258
7.095,0.002459
7.1,0.002096
7.105,0.001858
7.11,0.001149
7.115,0.002477
7.12,0.00185
7.125,0.001301
7.13,0.002013
7.135,0.00247
7.14,0.001907
7.145,0.001544
7.15,0.002756
7.155,0.002176
7.16,0.002081
7.165,0.00232
7.17,0.001192
7.175,0.001936
7.18,0.001903
7.185,0.002764
7.19,0.001762
7.195,0.001767
7.2,0.00147
7.205,0.001672
7.21,0.001891
7.215,0.002057
7.22,0.001894
7.225,0.002675
7.23,0.002139
7.235,0.002191
7.24,0.00245
7.245,0.00219
7.25,0.00178
7.255,0.001417
7.26,0.002093
7.265,0.001671
7.27,0.002433
7.275,0.001694
7.28,0.001176
7.285,0.001981
7.29,0.002347
7.295,0.001893
7.3,0.002031
7.305,0.002021
7.31,0.002578
7.315,0.002073
7.32,0.001951
7.325,0.001747
7.33,0.001383
7.335,0.002465
7.34,0.002373
7.345,0.001627
7.35,0.002181
7.355,0.002081
7.36,0.00183
7.365,0.001854
7.37,0.002233
7.375,0.001536
7.38,0.00178
7.385,0.001937
7.39,0.001962
7.395,0.00189
7.4,0.002042
7.405,0.002153
7.41,0.001647
7.415,0.001995
7.42,0.001777
7.425,0.0025
7.43,0.001465
7.435,0.001881
7.44,0.002213
7.445,0.001864
7.45,0.001847
7.455,0.001774
7.46,0.002077
7.465,0.001552
7.47,0.001937
7.475,0.00193
7.48,0.001447
7.485,0.002065
7.49,0.001803
7.495,0.002078
7.5,0.002275
7.505,0.002092
7.51,0.001551
7.515,0.002085
7.52,0.001404
7.525,0.0017
7.53,0.002565
7.535,0.001975
7.54,0.002527
7.545,0.00191
7.55,0.001978
7.555,0.001579
7.56,0.00231
7.565,0.001906
7.57,0.002199
7.575,0.002132
7.58,0.002168
7.585,0.002095
7.59,0.001967
7.595,0.001981
7.6,0.001737
7.605,0.001229
7.61,0.002157
7.615,0.002723
7.62,0.002369
7.625,0.002815
7.63,0.00216
7.635,0.001649
7.64,0.001641
7.645,0.002256
7.65,0.002114
7.655,0.001935
7.66,0.002257
7.665,0.001685
7.67,0.002181
7.675,0.001897
7.68,0.002053
7.685,0.002418
7.69,0.001949
7.695,0.002486
7.7,0.00247
7.705,0.001731
7.71,0.002824
7.715,0.001562
7.72,0.001966
7.725,0.002263
7.73,0.001194
7.735,0.002368
7.74,0.002406
7.745,0.001963
7.75,0.0021
7.755,0.00208
7.76,0.001929
7.765,0.002384
