ppm,intensity
0.625,0.002353
0.63,0.002105
0.635,0.001907
0.64,0.002215
0.645,0.001606
0.65,0.002285
0.655,0.001765
0.66,0.001681
0.665,0.001871
0.67,0.002016
0.675,0.002249
0.68,0.001926
0.685,0.002258
0.69,0.002341
0.695,0.001963
0.7,0.001656
0.705,0.002322
0.71,0.002096
0.715,0.00126
0.72,0.001654
0.725,0.00205
0.73,0.00152
0.735,0.001762
0.74,0.0014
0.745,0.002141
0.75,0.002085
0.755,0.002062
0.76,0.002507
0.765,0.001877
0.77,0.001899
0.775,0.002707
0.78,0.001545
0.785,0.002255
0.79,0.00154
0.795,0.002083
0.8,0.002741
0.805,0.002095
0.81,0.00173
0.815,0.002834
0.82,0.00181
0.825,0.001928
0.83,0.002107
0.835,0.00153
0.84,0.00239
0.845,0.002567
0.85,0.002266
0.855,0.002116
0.86,0.001948
0.865,0.00231
0.87,0.000897
0.875,0.001956
0.88,0.00209
0.885,0.001305
0.89,0.002149
0.895,0.001955
0.9,0.001988
0.905,0.002035
0.91,0.002201
0.915,0.00216
0.92,0.001637
0.925,0.001959
0.93,0.001936
0.935,0.002013
0.94,0.001793
0.945,0.002339
0.95,0.002457
0.955,0.002533
0.96,0.002667
0.965,0.002523
0.97,0.001839
0.975,0.001785
0.98,0.001861
0.985,0.002195
0.99,0.001955
0.995,0.002347
1.0,0.002578
1.005,0.001849
1.01,0.002343
1.015,0.001862
1.02,0.001557
1.025,0.001556
1.03,0.001888
1.035,0.001335
1.04,0.002175
1.045,0.002529
1.05,0.001592
1.055,0.001883
1.06,0.00254
1.065,0.002122
1.07,0.00207
1.075,0.001914
1.08,0.002377
1.085,0.002183
1.09,0.001829
1.095,0.001738
1.1,0.002608
1.105,0.005986
1.11,0.010351
1.115,0.020082
1.12,0.036042
1.125,0.061958
1.13,0.101846
1.135,0.154897
1.14,0.217488
1.145,0.284617
1.15,0.345824
1.155,0.387429
1.16,0.404711
1.165,0.394741
1.17,0.361756
1.175,0.319409
1.18,0.28498
1.185,0.275436
1.19,0.301649
1.195,0.367635
1.2,0.467554
1.205,0.585485
1.21,0.696358
1.215,0.775777
1.22,0.805804
1.225,0.775637
1.23,0.696202
1.235,0.584936
1.24,0.467911
1.245,0.367078
1.25,0.301127
1.255,0.274651
1.26,0.285608
1.265,0.319965
1.27,0.361914
1.275,0.394049
1.28,0.405175
1.285,0.387731
1.29,0.345047
1.295,0.284768
1.3,0.218257
1.305,0.154326
1.31,0.101805
1.315,0.062107
1.32,0.035663
1.325,0.019328
1.33,0.010387
1.335,0.006022
1.34,0.003157
1.345,0.002839
1.35,0.001872
1.355,0.002182
1.36,0.001824
1.365,0.001896
1.37,0.001861
1.375,0.002381
1.38,0.002084
1.385,0.00237
1.39,0.001866
1.395,0.00191
1.4,0.002557
1.405,0.001415
1.41,0.001684
1.415,0.001929
1.42,0.002629
1.425,0.001778
1.43,0.002269
1.435,0.002545
1.44,0.001909
1.445,0.001931
1.45,0.002576
1.455,0.001797
1.46,0.001622
1.465,0.002281
1.47,0.00181
1.475,0.002445
1.48,0.00218
1.485,0.001377
1.49,0.002089
1.495,0.001995
1.5,0.001759
1.505,0.002378
1.51,0.001371
1.515,0.001552
1.52,0.001817
1.525,0.002268
1.53,0.001451
1.535,0.001767
1.54,0.001739
1.545,0.00146
1.55,0.001853
1.555,0.001585
1.56,0.001829
1.565,0.002087
1.57,0.001666
1.575,0.00168
1.58,0.001639
1.585,0.001687
1.59,0.001435
1.595,0.001571
1.6,0.002027
1.605,0.001676
1.61,0.003132
1.615,0.001699
1.62,0.002146
1.625,0.001457
1.63,0.001891
1.635,0.001793
1.64,0.001957
1.645,0.002453
1.65,0.001927
1.655,0.001562
1.66,0.002029
1.665,0.001649
1.67,0.001946
1.675,0.002551
1.68,0.002326
1.685,0.002374
1.69,0.002182
1.695,0.001989
1.7,0.001455
1.705,0.00183
1.71,0.001811
1.715,0.002237
1.72,0.002348
1.725,0.002167
1.73,0.00172
1.735,0.002648
1.74,0.002497
1.745,0.001924
1.75,0.002069
1.755,0.002224
1.76,0.002036
1.765,0.001966
1.77,0.002173
1.775,0.002004
1.78,0.002072
1.785,0.001436
1.79,0.001437
1.795,0.002609
1.8,0.001467
1.805,0.002171
1.81,0.002112
1.815,0.002078
1.82,0.001757
1.825,0.002356
1.83,0.002123
1.835,0.00188
1.84,0.001507
1.845,0.00192
1.85,0.00179
1.855,0.00156
1.86,0.002133
1.865,0.002204
1.87,0.002292
1.875,0.002043
1.88,0.001917
1.885,0.002402
1.89,0.002274
1.895,0.002812
1.9,0.002202
1.905,0.001679
1.91,0.002346
1.915,0.002825
1.92,0.002105
1.925,0.001945
1.93,0.001801
1.935,0.00268
1.94,0.001946
1.945,0.001926
1.95,0.00212
1.955,0.001515
1.96,0.001918
1.965,0.00157
1.97,0.001965
1.975,0.00219
1.98,0.002341
1.985,0.00187
1.99,0.002305
1.995,0.00188
2.0,0.001438
2.005,0.002219
2.01,0.001946
2.015,0.002058
2.02,0.001101
2.025,0.002096
2.03,0.002109
2.035,0.002109
2.04,0.002388
2.045,0.001897
2.05,0.002778
2.055,0.002281
2.06,0.002218
2.065,0.001152
2.07,0.001337
2.075,0.002555
2.08,0.002167
2.085,0.002357
2.09,0.001898
2.095,0.001991
2.1,0.00224
2.105,0.001758
2.11,0.0025
2.115,0.001648
2.12,0.002116
2.125,0.001945
2.13,0.002166
2.135,0.00248
2.14,0.001651
2.145,0.002205
2.15,0.002089
2.155,0.002343
2.16,0.00204
2.165,0.001877
2.17,0.002226
2.175,0.002517
2.18,0.002337
2.185,0.002106
2.19,0.002201
2.195,0.001512
2.2,0.001863
2.205,0.001964
2.21,0.001865
2.215,0.001807
2.22,0.002036
2.225,0.002193
2.23,0.002732
2.235,0.001807
2.24,0.001734
2.245,0.002401
2.25,0.002107
2.255,0.001741
2.26,0.002588
2.265,0.001979
2.27,0.001938
2.275,0.001836
2.28,0.001729
2.285,0.002086
2.29,0.001715
2.295,0.002909
2.3,0.002165
2.305,0.001961
2.31,0.001776
2.315,0.002135
2.32,0.002392
2.325,0.002127
2.33,0.001642
2.335,0.00196
2.34,0.001443
2.345,0.002541
2.35,0.002278
2.355,0.002111
2.36,0.002141
2.365,0.001839
2.37,0.001987
2.375,0.002375
2.38,0.002023
2.385,0.002244
2.39,0.002115
2.395,0.002119
2.4,0.00215
2.405,0.002403
2.41,0.001937
2.415,0.002277
2.42,0.001763
2.425,0.001837
2.43,0.00179
2.435,0.002339
2.44,0.001936
2.445,0.002471
2.45,0.001685
2.455,0.002177
2.46,0.001638
2.465,0.002436
2.47,0.001801
2.475,0.002203
2.48,0.001803
2.485,0.001776
2.49,0.002129
2.495,0.001446
2.5,0.001636
2.505,0.002606
2.51,0.00186
2.515,0.002623
2.52,0.002515
2.525,0.003347
2.53,0.00612
2.535,0.011133
2.54,0.018965
2.545,0.03214
2.55,0.052212
2.555,0.078011
2.56,0.110178
2.565,0.143488
2.57,0.173109
2.575,0.194888
2.58,0.202718
2.585,0.195195
2.59,0.175606
2.595,0.148434
2.6,0.121137
2.605,0.102713
2.61,0.098116
2.615,0.115475
2.62,0.155924
2.625,0.220107
2.63,0.303146
2.635,0.392653
2.64,0.474811
2.645,0.531522
2.65,0.552294
2.655,0.531588
2.66,0.474078
2.665,0.393032
2.67,0.303457
2.675,0.220704
2.68,0.155757
2.685,0.115448
2.69,0.098488
2.695,0.102278
2.7,0.120985
2.705,0.148839
2.71,0.175982
2.715,0.195387
2.72,0.202482
2.725,0.195176
2.73,0.174142
2.735,0.143452
2.74,0.108922
2.745,0.078521
2.75,0.051961
2.755,0.032478
2.76,0.018787
2.765,0.010473
2.77,0.006436
2.775,0.003809
2.78,0.002845
2.785,0.002476
2.79,0.002174
2.795,0.001565
2.8,0.002244
2.805,0.001864
2.81,0.001958
2.815,0.002179
2.82,0.001522
2.825,0.001936
2.83,0.001389
2.835,0.001831
2.84,0.002143
2.845,0.001973
2.85,0.001922
2.855,0.002219
2.86,0.001875
2.865,0.001456
2.87,0.002384
2.875,0.002081
2.88,0.002282
2.885,0.001862
2.89,0.001851
2.895,0.001742
2.9,0.001327
2.905,0.001834
2.91,0.001785
2.915,0.002546
2.92,0.001327
2.925,0.002001
2.93,0.001925
2.935,0.001959
2.94,0.001931
2.945,0.002059
2.95,0.002279
2.955,0.001402
2.96,0.002269
2.965,0.001878
2.97,0.00163
2.975,0.001323
2.98,0.001333
2.985,0.001943
2.99,0.001576
2.995,0.001574
3.0,0.001794
3.005,0.001973
3.01,0.001802
3.015,0.00157
3.02,0.001748
3.025,0.001906
3.03,0.001601
3.035,0.002285
3.04,0.002414
3.045,0.002423
3.05,0.00186
3.055,0.001854
3.06,0.001654
3.065,0.002456
3.07,0.00181
3.075,0.002737
3.08,0.001266
3.085,0.002057
3.09,0.002154
3.095,0.001981
3.1,0.002184
3.105,0.002678
3.11,0.001967
3.115,0.00227
3.12,0.001827
3.125,0.001547
3.13,0.001616
3.135,0.002278
3.14,0.002098
3.145,0.001486
3.15,0.002097
3.155,0.002199
3.16,0.002159
3.165,0.002384
3.17,0.001483
3.175,0.001663
3.18,0.001619
3.185,0.002045
3.19,0.002451
3.195,0.001842
3.2,0.002117
3.205,0.002301
3.21,0.001838
3.215,0.00228
3.22,0.001959
3.225,0.002617
3.23,0.00249
3.235,0.001846
3.24,0.001817
3.245,0.002648
3.25,0.001702
3.255,0.002411
3.26,0.001864
3.265,0.001604
3.27,0.002611
3.275,0.002161
3.28,0.001648
3.285,0.001927
3.29,0.001754
3.295,0.001672
3.3,0.001973
3.305,0.002392
3.31,0.001516
3.315,0.002183
3.32,0.001502
3.325,0.001984
3.33,0.001503
3.335,0.00154
3.34,0.001764
3.345,0.002349
3.35,0.002292
3.355,0.001951
3.36,0.001887
3.365,0.002038
3.37,0.002982
3.375,0.002119
3.38,0.001952
3.385,0.001828
3.39,0.001888
3.395,0.002214
3.4,0.002199
3.405,0.001162
3.41,0.002731
3.415,0.002152
3.42,0.001964
3.425,0.002934
3.43,0.001456
3.435,0.001559
3.44,0.002388
3.445,0.001998
3.45,0.002307
3.455,0.002427
3.46,0.002637
3.465,0.002231
3.47,0.001775
3.475,0.001411
3.48,0.002045
3.485,0.001382
3.49,0.002019
3.495,0.001718
3.5,0.002131
3.505,0.002241
3.51,0.001983
3.515,0.001515
3.52,0.002049
3.525,0.001743
3.53,0.002106
3.535,0.001837
3.54,0.002815
3.545,0.001805
3.55,0.001321
3.555,0.001676
3.56,0.002025
3.565,0.002971
3.57,0.002488
3.575,0.001788
3.58,0.001999
3.585,0.001574
3.59,0.001483
3.595,0.002326
3.6,0.002141
3.605,0.001731
3.61,0.001743
3.615,0.002146
3.62,0.002234
3.625,0.001713
3.63,0.001393
3.635,0.002312
3.64,0.001737
3.645,0.001352
3.65,0.001929
3.655,0.00207
3.66,0.002334
3.665,0.001843
3.67,0.002093
3.675,0.001549
3.68,0.00216
3.685,0.001453
3.69,0.002209
3.695,0.002055
3.7,0.00146
3.705,0.001774
3.71,0.00258
3.715,0.001623
3.72,0.001415
3.725,0.001894
3.73,0.002054
3.735,0.002284
3.74,0.001944
3.745,0.001832
3.75,0.001913
3.755,0.002268
3.76,0.001933
3.765,0.002192
3.77,0.001367
3.775,0.001869
3.78,0.001965
3.785,0.00236
3.79,0.002158
3.795,0.002072
3.8,0.002377
3.805,0.002057
3.81,0.003105
3.815,0.001677
3.82,0.002042
3.825,0.002647
3.83,0.002274
3.835,0.00211
3.84,0.002356
3.845,0.001836
3.85,0.002042
3.855,0.002064
3.86,0.002686
3.865,0.002118
3.87,0.002735
3.875,0.001994
3.88,0.002097
3.885,0.001403
3.89,0.002225
3.895,0.001306
3.9,0.00224
3.905,0.002349
3.91,0.002145
3.915,0.001633
3.92,0.001902
3.925,0.001067
3.93,0.001747
3.935,0.002083
3.94,0.002001
3.945,0.001869
3.95,0.002459
3.955,0.002121
3.96,0.001997
3.965,0.002064
3.97,0.001621
3.975,0.001932
3.98,0.001304
3.985,0.00102
3.99,0.001868
3.995,0.002317
4.0,0.001602
4.005,0.002127
4.01,0.001374
4.015,0.00198
4.02,0.001996
4.025,0.001987
4.03,0.001481
4.035,0.002184
4.04,0.002235
4.045,0.002182
4.05,0.002793
4.055,0.001868
4.06,0.002061
4.065,0.002423
4.07,0.001522
4.075,0.001673
4.08,0.002383
4.085,0.001874
4.09,0.001714
4.095,0.00217
4.1,0.001519
4.105,0.002048
4.11,0.001632
4.115,0.001768
4.12,0.001062
4.125,0.002072
4.13,0.002085
4.135,0.001935
4.14,0.001763
4.145,0.00208
4.15,0.002518
4.155,0.002308
4.16,0.001749
4.165,0.002086
4.17,0.001912
4.175,0.002191
4.18,0.001719
4.185,0.002526
4.19,0.001727
4.195,0.001651
4.2,0.002125
4.205,0.002581
4.21,0.001412
4.215,0.002026
4.22,0.002227
4.225,0.002955
4.23,0.001477
4.235,0.002403
4.24,0.001749
4.245,0.00189
4.25,0.002342
4.255,0.002026
4.26,0.001527
4.265,0.001929
4.27,0.001869
4.275,0.002068
4.28,0.001673
4.285,0.001759
4.29,0.001883
4.295,0.00201
4.3,0.001941
4.305,0.002152
4.31,0.002225
4.315,0.002115
4.32,0.001767
4.325,0.001453
4.33,0.001685
4.335,0.001755
4.34,0.001902
4.345,0.002312
4.35,0.001961
4.355,0.001651
4.36,0.001522
4.365,0.00194
4.37,0.001891
4.375,0.001605
4.38,0.001401
4.385,0.001855
4.39,0.002112
4.395,0.002049
4.4,0.001465
4.405,0.001821
4.41,0.001906
4.415,0.001634
4.42,0.001943
4.425,0.001748
4.43,0.002297
4.435,0.001744
4.44,0.002542
4.445,0.002331
4.45,0.002114
4.455,0.002075
4.46,0.00248
4.465,0.001863
4.47,0.002139
4.475,0.001907
4.48,0.002533
4.485,0.00189
4.49,0.001907
4.495,0.001071
4.5,0.002082
4.505,0.001869
4.51,0.002193
4.515,0.001481
4.52,0.001689
4.525,0.002452
4.53,0.001725
4.535,0.002063
4.54,0.002315
4.545,0.002022
4.55,0.002016
4.555,0.002419
4.56,0.001809
4.565,0.002197
4.57,0.001902
4.575,0.001601
4.58,0.002013
4.585,0.002463
4.59,0.001938
4.595,0.001754
4.6,0.001926
4.605,0.001829
4.61,0.002177
4.615,0.001647
4.62,0.002314
4.625,0.002144
4.63,0.002428
4.635,0.001839
4.64,0.00233
4.645,0.00165
4.65,0.002211
4.655,0.001921
4.66,0.001608
4.665,0.002277
4.67,0.00251
4.675,0.002627
4.68,0.002159
4.685,0.001917
4.69,0.002519
4.695,0.001668
4.7,0.00205
4.705,0.001482
4.71,0.002051
4.715,0.002091
4.72,0.001858
4.725,0.002367
4.73,0.001956
4.735,0.002167
4.74,0.002189
4.745,0.001957
4.75,0.001102
4.755,0.001855
4.76,0.002056
4.765,0.001643
4.77,0.002017
4.775,0.001475
4.78,0.002217
4.785,0.002216
4.79,0.002139
4.795,0.001827
4.8,0.002099
4.805,0.001554
4.81,0.001721
4.815,0.002144
4.82,0.001757
4.825,0.001907
4.83,0.001986
4.835,0.002366
4.84,0.001756
4.845,0.001795
4.85,0.001746
4.855,0.001411
4.86,0.002057
4.865,0.001264
4.87,0.001704
4.875,0.002443
4.88,0.001991
4.885,0.001193
4.89,0.001635
4.895,0.00257
4.9,0.001886
4.905,0.002634
4.91,0.00179
4.915,0.001128
4.92,0.002077
4.925,0.001901
4.93,0.002081
4.935,0.001614
4.94,0.001606
4.945,0.001774
4.95,0.001608
4.955,0.002281
4.96,0.002373
4.965,0.001905
4.97,0.002312
4.975,0.001737
4.98,0.001872
4.985,0.001395
4.99,0.002421
4.995,0.001794
5.0,0.002424
5.005,0.002422
5.01,0.002169
5.015,0.00207
5.02,0.001628
5.025,0.002294
5.03,0.002209
5.035,0.002382
5.04,0.002119
5.045,0.001568
5.05,0.001601
5.055,0.002327
5.06,0.002575
5.065,0.00191
5.07,0.001975
5.075,0.002113
5.08,0.002073
5.085,0.002104
5.09,0.001909
5.095,0.002066
5.1,0.001798
5.105,0.001957
5.11,0.002231
5.115,0.002013
5.12,0.001773
5.125,0.002096
5.13,0.001606
5.135,0.001762
5.14,0.001624
5.145,0.00209
5.15,0.002216
5.155,0.001862
5.16,0.001677
5.165,0.002155
5.17,0.002077
5.175,0.001439
5.18,0.002328
5.185,0.002312
5.19,0.001897
5.195,0.001962
5.2,0.00195
5.205,0.001817
5.21,0.002135
5.215,0.001729
5.22,0.001874
5.225,0.00203
5.23,0.001388
5.235,0.001797
5.24,0.001537
5.245,0.001812
5.25,0.001791
5.255,0.001899
5.26,0.002013
5.265,0.001603
5.27,0.002061
5.275,0.001357
5.28,0.002282
5.285,0.001926
5.29,0.002228
5.295,0.001283
5.3,0.002432
5.305,0.001847
5.31,0.002066
5.315,0.001988
5.32,0.001926
5.325,0.001787
5.33,0.00125
5.335,0.002387
5.34,0.002606
5.345,0.001742
5.35,0.002427
5.355,0.002289
5.36,0.002085
5.365,0.001916
5.37,0.002174
5.375,0.001741
5.38,0.001851
5.385,0.001782
5.39,0.001709
5.395,0.001777
5.4,0.002181
5.405,0.002207
5.41,0.001689
5.415,0.001948
5.42,0.001905
5.425,0.001364
5.43,0.002367
5.435,0.001591
5.44,0.002374
5.445,0.001161
5.45,0.001705
5.455,0.002247
5.46,0.002134
5.465,0.002158
5.47,0.001967
5.475,0.002704
5.48,0.002008
5.485,0.002104
5.49,0.001732
5.495,0.001707
5.5,0.00247
5.505,0.002472
5.51,0.001356
5.515,0.001796
5.52,0.002432
5.525,0.002025
5.53,0.002337
5.535,0.001361
5.54,0.002061
5.545,0.002003
5.55,0.002021
5.555,0.00177
5.56,0.001985
5.565,0.002624
5.57,0.00162
5.575,0.001976
5.58,0.001892
5.585,0.001906
5.59,0.002637
5.595,0.002559
5.6,0.001871
5.605,0.002189
5.61,0.001713
5.615,0.002115
5.62,0.00187
5.625,0.002524
5.63,0.002163
5.635,0.00163
5.64,0.001368
5.645,0.001607
5.65,0.002749
5.655,0.001658
5.66,0.001501
5.665,0.001763
5.67,0.001829
5.675,0.002221
5.68,0.001734
5.685,0.002592
5.69,0.002006
5.695,0.002111
5.7,0.002507
5.705,0.002068
5.71,0.002119
5.715,0.002232
5.72,0.001747
5.725,0.001815
5.73,0.002245
5.735,0.001728
5.74,0.001802
5.745,0.002335
5.75,0.002216
5.755,0.002126
5.76,0.001602
5.765,0.002703
5.77,0.001951
5.775,0.001892
5.78,0.00194
5.785,0.001706
5.79,0.001907
5.795,0.002709
5.8,0.001469
5.805,0.002792
5.81,0.001664
5.815,0.001664
5.82,0.002482
5.825,0.002676
5.83,0.001858
5.835,0.00229
5.84,0.001721
5.845,0.001868
5.85,0.001726
5.855,0.002037
5.86,0.001759
5.865,0.002033
5.87,0.001863
5.875,0.001983
5.88,0.002005
5.885,0.001741
5.89,0.001841
5.895,0.001569
5.9,0.002152
5.905,0.002234
5.91,0.001842
5.915,0.001869
5.92,0.001775
5.925,0.001807
5.93,0.002018
5.935,0.001371
5.94,0.001453
5.945,0.001988
5.95,0.002275
5.955,0.001718
5.96,0.002243
5.965,0.002294
5.97,0.002
5.975,0.002745
5.98,0.00192
5.985,0.002009
5.99,0.001563
5.995,0.001601
6.0,0.001998
6.005,0.002164
6.01,0.001886
6.015,0.001939
6.02,0.001994
6.025,0.002221
6.03,0.001358
6.035,0.002231
6.04,0.001656
6.045,0.002122
6.05,0.002224
6.055,0.001455
6.06,0.002337
6.065,0.001965
6.07,0.001753
6.075,0.002566
6.08,0.001494
6.085,0.001408
6.09,0.002003
6.095,0.002088
6.1,0.001858
6.105,0.002136
6.11,0.001107
6.115,0.002285
6.12,0.001998
6.125,0.001558
6.13,0.001518
6.135,0.002103
6.14,0.002081
6.145,0.001713
6.15,0.001984
6.155,0.001959
6.16,0.002327
6.165,0.001624
6.17,0.002308
6.175,0.001992
6.18,0.001975
6.185,0.002146
6.19,0.001791
6.195,0.001461
6.2,0.001388
6.205,0.002319
6.21,0.001354
6.215,0.002328
6.22,0.001716
6.225,0.002351
6.23,0.001641
6.235,0.002073
6.24,0.002032
6.245,0.002242
6.25,0.00183
6.255,0.002128
6.26,0.002524
6.265,0.001494
6.27,0.002335
6.275,0.001603
6.28,0.002317
6.285,0.001843
6.29,0.002484
6.295,0.00189
6.3,0.001804
6.305,0.002347
6.31,0.001896
6.315,0.001912
6.32,0.00232
6.325,0.002487
6.33,0.002291
6.335,0.001323
6.34,0.002111
6.345,0.002098
6.35,0.002301
6.355,0.00237
6.36,0.002361
6.365,0.002176
6.37,0.002719
6.375,0.001959
6.38,0.00178
6.385,0.001574
6.39,0.001884
6.395,0.002293
6.4,0.002032
6.405,0.002515
6.41,0.002022
6.415,0.001838
6.42,0.00256
6.425,0.001958
6.43,0.00243
6.435,0.001245
6.44,0.001572
6.445,0.001847
6.45,0.001666
6.455,0.002116
6.46,0.002058
6.465,0.002108
6.47,0.00172
6.475,0.001727
6.48,0.0018
6.485,0.002547
6.49,0.001923
6.495,0.002341
6.5,0.001731
6.505,0.001519
6.51,0.002057
6.515,0.002346
6.52,0.001423
6.525,0.001816
6.53,0.00222
6.535,0.001906
6.54,0.001892
6.545,0.002265
6.55,0.002052
6.555,0.002058
6.56,0.001819
6.565,0.00209
6.57,0.001817
6.575,0.00249
6.58,0.000913
6.585,0.002033
6.59,0.002249
6.595,0.001662
6.6,0.002202
6.605,0.001744
6.61,0.002238
6.615,0.002572
6.62,0.001911
6.625,0.002772
6.63,0.001985
6.635,0.001146
6.64,0.001849
6.645,0.002036
6.65,0.002069
6.655,0.001984
6.66,0.002123
6.665,0.001921
6.67,0.002454
6.675,0.002101
6.68,0.001939
6.685,0.002629
6.69,0.001539
6.695,0.001327
6.7,0.001745
6.705,0.001092
6.71,0.002161
6.715,0.001878
6.72,0.002722
6.725,0.001657
6.73,0.001567
6.735,0.002222
6.74,0.002207
6.745,0.002218
6.75,0.001781
6.755,0.001779
6.76,0.002176
6.765,0.00193
6.77,0.002186
6.775,0.002379
6.78,0.001886
6.785,0.002185
6.79,0.001313
6.795,0.002545
6.8,0.002522
6.805,0.002052
6.81,0.001918
6.815,0.002049
6.82,0.00209
6.825,0.001981
6.83,0.001781
6.835,0.00211
6.84,0.002435
6.845,0.00134
6.85,0.001833
6.855,0.001724
6.86,0.001611
6.865,0.002
6.87,0.001238
6.875,0.001857
6.88,0.0023
6.885,0.002316
6.89,0.00224
6.895,0.002122
6.9,0.002293
6.905,0.00206
6.91,0.002179
6.915,0.002265
6.92,0.002534
6.925,0.002377
6.93,0.002328
6.935,0.001496
6.94,0.002113
6.945,0.002076
6.95,0.00183
6.955,0.001655
6.96,0.002243
6.965,0.002043
6.97,0.001907
6.975,0.001628
6.98,0.001748
6.985,0.001826
6.99,0.002115
6.995,0.00258
7.0,0.002074
7.005,0.001307
7.01,0.002152
7.015,0.002162
7.02,0.001643
7.025,0.001535
7.03,0.001999
7.035,0.002255
7.04,0.002137
7.045,0.002535
7.05,0.001942
7.055,0.001991
7.06,0.001681
7.065,0.002325
7.07,0.002055
7.075,0.002176
7.08,0.001188
7.085,0.001356
7.09,0.002106
7.095,0.002193
7.1,0.001844
7.105,0.001924
7.11,0.002406
7.115,0.002201
7.12,0.003328
7.125,0.004921
7.13,0.00915
7.135,0.017634
7.14,0.030989
7.145,0.054558
7.15,0.08837
7.155,0.135489
7.16,0.19083
7.165,0.250303
7.17,0.301779
7.175,0.338804
7.18,0.352353
7.185,0.33897
7.19,0.301847
7.195,0.249817
7.2,0.190072
7.205,0.136287
7.21,0.090918
7.215,0.059246
7.22,0.041789
7.225,0.039433
7.23,0.051324
7.235,0.080809
7.24,0.128601
7.245,0.192814
7.25,0.271886
7.255,0.355137
7.26,0.430017
7.265,0.483247
7.27,0.502392
7.275,0.482804
7.28,0.430477
7.285,0.355234
7.29,0.271403
7.295,0.192834
7.3,0.125933
7.305,0.077984
7.31,0.044097
7.315,0.024543
7.32,0.012687
7.325,0.006623
7.33,0.003299
7.335,0.002228
7.34,0.00245
7.345,0.001779
7.35,0.002288
7.355,0.001508
7.36,0.002328
7.365,0.001942
7.37,0.002088
7.375,0.001637
7.38,0.001797
7.385,0.002123
7.39,0.002002
7.395,0.001607
7.4,0.002016
7.405,0.001424
7.41,0.00265
7.415,0.002141
7.42,0.001767
7.425,0.001835
7.43,0.001582
7.435,0.001971
7.44,0.000978
7.445,0.001931
7.45,0.002532
7.455,0.001201
7.46,0.001997
7.465,0.001744
7.47,0.001878
7.475,0.001528
7.48,0.002283
7.485,0.001486
7.49,0.002282
7.495,0.002318
7.5,0.00202
7.505,0.002153
7.51,0.00126
7.515,0.001716
7.52,0.001072
7.525,0.002168
7.53,0.002353
7.535,0.001422
7.54,0.002022
7.545,0.001868
7.55,0.001282
7.555,0.001827
7.56,0.001981
7.565,0.002304
7.57,0.001917
7.575,0.002186
7.58,0.00264
7.585,0.002366
7.59,0.001692
7.595,0.002158
7.6,0.002572
7.605,0.002945
7.61,0.00226
7.615,0.002405
7.62,0.002312
7.625,0.002722
7.63,0.002331
7.635,0.002384
7.64,0.00168
7.645,0.001885
7.65,0.00146
7.655,0.001688
7.66,0.002112
7.665,0.002396
7.67,0.002379
7.675,0.002174
7.68,0.002772
7.685,0.001558
7.69,0.001999
7.695,0.002534
7.7,0.002144
7.705,0.002072
7.71,0.002357
7.715,0.001757
7.72,0.001764
7.725,0.00188
7.73,0.002668
7.735,0.001559
7.74,0.001797
7.745,0.002816
7.75,0.002153
7.755,0.001919
7.76,0.001353
7.765,0.002068
