ppm,intensity
3.89,0.002443
3.895,0.002423
3.9,0.001728
3.905,0.00234
3.91,0.00226
3.915,0.002922
3.92,0.002437
3.925,0.00151
3.93,0.001857
3.935,0.002283
3.94,0.002202
3.945,0.002438
3.95,0.001953
3.955,0.002092
3.96,0.002516
3.965,0.002211
3.97,0.001993
3.975,0.002839
3.98,0.001977
3.985,0.002063
3.99,0.001705
3.995,0.0021
4.0,0.001403
4.005,0.002544
4.01,0.001231
4.015,0.00231
4.02,0.001707
4.025,0.002128
4.03,0.002531
4.035,0.002004
4.04,0.002176
4.045,0.001777
4.05,0.001892
4.055,0.002427
4.06,0.001743
4.065,0.002307
4.07,0.002067
4.075,0.00186
4.08,0.002335
4.085,0.001668
4.09,0.002116
4.095,0.001537
4.1,0.00191
4.105,0.00155
4.11,0.002062
4.115,0.002313
4.12,0.002351
4.125,0.00215
4.13,0.00208
4.135,0.001839
4.14,0.001865
4.145,0.001665
4.15,0.002716
4.155,0.001964
4.16,0.001946
4.165,0.002043
4.17,0.001707
4.175,0.002566
4.18,0.001836
4.185,0.001651
4.19,0.002616
4.195,0.002414
4.2,0.002228
4.205,0.00183
4.21,0.002502
4.215,0.001998
4.22,0.002089
4.225,0.002396
4.23,0.002054
4.235,0.001833
4.24,0.001239
4.245,0.002389
4.25,0.001201
4.255,0.001715
4.26,0.001659
4.265,0.001778
4.27,0.00182
4.275,0.002122
4.28,0.00184
4.285,0.000974
4.29,0.001941
4.295,0.001525
4.3,0.001794
4.305,0.00149
4.31,0.00189
4.315,0.001837
4.32,0.002212
4.325,0.002091
4.33,0.002271
4.335,0.001427
4.34,0.002421
4.345,0.001762
4.35,0.002092
4.355,0.002177
4.36,0.00221
4.365,0.001902
4.37,0.001462
4.375,0.00224
4.38,0.002401
4.385,0.002376
4.39,0.002366
4.395,0.002534
4.4,0.002296
4.405,0.001835
4.41,0.002234
4.415,0.001593
4.42,0.001956
4.425,0.002014
4.43,0.002361
4.435,0.001869
4.44,0.001898
4.445,0.001787
4.45,0.002142
4.455,0.001374
4.46,0.001188
4.465,0.002552
4.47,0.002396
4.475,0.002198
4.48,0.002097
4.485,0.001761
4.49,0.001445
4.495,0.002117
4.5,0.001579
4.505,0.002295
4.51,0.002057
4.515,0.00148
4.52,0.002057
4.525,0.001359
4.53,0.001718
4.535,0.002297
4.54,0.001723
4.545,0.001867
4.55,0.001745
4.555,0.001787
4.56,0.002308
4.565,0.002133
4.57,0.002152
4.575,0.001448
4.58,0.001896
4.585,0.001726
4.59,0.002038
4.595,0.001642
4.6,0.002333
4.605,0.002928
4.61,0.002051
4.615,0.001809
4.62,0.00228
4.625,0.001443
4.63,0.001823
4.635,0.002308
4.64,0.00188
4.645,0.001999
4.65,0.002485
4.655,0.002091
4.66,0.002211
4.665,0.00168
4.67,0.00275
4.675,0.001886
4.68,0.002175
4.685,0.002045
4.69,0.002002
4.695,0.00159
4.7,0.001928
4.705,0.002058
4.71,0.002503
4.715,0.002082
4.72,0.001876
4.725,0.002096
4.73,0.002087
4.735,0.001994
4.74,0.002117
4.745,0.00259
4.75,0.002031
4.755,0.001586
4.76,0.001844
4.765,0.001928
4.77,0.00178
4.775,0.002083
4.78,0.002356
4.785,0.001353
4.79,0.00165
4.795,0.001865
4.8,0.002249
4.805,0.001407
4.81,0.002371
4.815,0.00255
4.82,0.002439
4.825,0.002112
4.83,0.00158
4.835,0.001854
4.84,0.001807
4.845,0.002066
4.85,0.00234
4.855,0.002228
4.86,0.001727
4.865,0.002365
4.87,0.002437
4.875,0.001703
4.88,0.0017
4.885,0.001869
4.89,0.002149
4.895,0.001687
4.9,0.002442
4.905,0.002095
4.91,0.002317
4.915,0.00184
4.92,0.001735
4.925,0.00218
4.93,0.002749
4.935,0.002316
4.94,0.002515
4.945,0.001901
4.95,0.001851
4.955,0.002049
4.96,0.002263
4.965,0.002065
4.97,0.001639
4.975,0.001506
4.98,0.002136
4.985,0.001985
4.99,0.002979
4.995,0.001836
5.0,0.001708
5.005,0.002276
5.01,0.001918
5.015,0.002038
5.02,0.002365
5.025,0.001669
5.03,0.001851
5.035,0.001782
5.04,0.001764
5.045,0.001767
5.05,0.001897
5.055,0.002471
5.06,0.001937
5.065,0.001648
5.07,0.001946
5.075,0.001758
5.08,0.002025
5.085,0.001974
5.09,0.001724
5.095,0.001889
5.1,0.002196
5.105,0.002454
5.11,0.001965
5.115,0.00247
5.12,0.002362
5.125,0.001537
5.13,0.001819
5.135,0.000871
5.14,0.001617
5.145,0.001904
5.15,0.001683
5.155,0.002003
5.16,0.001857
5.165,0.002102
5.17,0.001812
5.175,0.002132
5.18,0.002028
5.185,0.002072
5.19,0.002312
5.195,0.001726
5.2,0.002619
5.205,0.002006
5.21,0.002128
5.215,0.001949
5.22,0.001873
5.225,0.001551
5.23,0.001856
5.235,0.001521
5.24,0.00157
5.245,0.002538
5.25,0.002011
5.255,0.001911
5.26,0.001658
5.265,0.001996
5.27,0.002004
5.275,0.002215
5.28,0.001949
5.285,0.002057
5.29,0.002419
5.295,0.00218
5.3,0.002366
5.305,0.001433
5.31,0.001899
5.315,0.002411
5.32,0.002056
5.325,0.002498
5.33,0.001903
5.335,0.002406
5.34,0.001358
5.345,0.00174
5.35,0.002063
5.355,0.001593
5.36,0.001291
5.365,0.002285
5.37,0.002616
5.375,0.002105
5.38,0.001535
5.385,0.001982
5.39,0.001528
5.395,0.001266
5.4,0.002188
5.405,0.00218
5.41,0.002024
5.415,0.001533
5.42,0.001096
5.425,0.002188
5.43,0.001956
5.435,0.002341
5.44,0.001416
5.445,0.001143
5.45,0.002302
5.455,0.002517
5.46,0.002345
5.465,0.002197
5.47,0.002029
5.475,0.002198
5.48,0.001758
5.485,0.002727
5.49,0.002534
5.495,0.001345
5.5,0.002403
5.505,0.001151
5.51,0.002072
5.515,0.001843
5.52,0.002492
5.525,0.002006
5.53,0.001886
5.535,0.002397
5.54,0.001689
5.545,0.001682
5.55,0.002454
5.555,0.002137
5.56,0.002018
5.565,0.001753
5.57,0.00192
5.575,0.001833
5.58,0.002082
5.585,0.002032
5.59,0.001924
5.595,0.001953
5.6,0.002496
5.605,0.002202
5.61,0.002114
5.615,0.001936
5.62,0.002078
5.625,0.001963
5.63,0.00205
5.635,0.002126
5.64,0.001742
5.645,0.001729
5.65,0.001113
5.655,0.001558
5.66,0.00199
5.665,0.002676
5.67,0.002697
5.675,0.00188
5.68,0.000902
5.685,0.002058
5.69,0.002094
5.695,0.00247
5.7,0.001686
5.705,0.001862
5.71,0.001872
5.715,0.001971
5.72,0.00153
5.725,0.002099
5.73,0.001722
5.735,0.002008
5.74,0.001934
5.745,0.001172
5.75,0.00204
5.755,0.001532
5.76,0.001589
5.765,0.001613
5.77,0.001469
5.775,0.001867
5.78,0.001004
5.785,0.001704
5.79,0.001987
5.795,0.002074
5.8,0.002324
5.805,0.002344
5.81,0.002316
5.815,0.001896
5.82,0.001681
5.825,0.001353
5.83,0.001755
5.835,0.001987
5.84,0.001826
5.845,0.001631
5.85,0.002278
5.855,0.002619
5.86,0.001872
5.865,0.002437
5.87,0.002173
5.875,0.001633
5.88,0.002018
5.885,0.001759
5.89,0.002406
5.895,0.002408
5.9,0.002153
5.905,0.001875
5.91,0.002162
5.915,0.002113
5.92,0.002423
5.925,0.002398
5.93,0.002267
5.935,0.001556
5.94,0.002221
5.945,0.002363
5.95,0.001859
5.955,0.00166
5.96,0.002252
5.965,0.00156
5.97,0.001796
5.975,0.001873
5.98,0.001633
5.985,0.001299
5.99,0.002595
5.995,0.001856
6.0,0.001487
6.005,0.002603
6.01,0.002044
6.015,0.002479
6.02,0.00254
6.025,0.001673
6.03,0.002249
6.035,0.002265
6.04,0.001687
6.045,0.001658
6.05,0.002384
6.055,0.002066
6.06,0.001617
6.065,0.001714
6.07,0.001991
6.075,0.001744
6.08,0.002669
6.085,0.002774
6.09,0.002305
6.095,0.00184
6.1,0.001614
6.105,0.001816
6.11,0.002857
6.115,0.002523
6.12,0.001739
6.125,0.001906
6.13,0.002413
6.135,0.001917
6.14,0.001905
6.145,0.002232
6.15,0.002353
6.155,0.002073
6.16,0.002844
6.165,0.002097
6.17,0.001952
6.175,0.00141
6.18,0.001666
6.185,0.002005
6.19,0.001967
6.195,0.001553
6.2,0.003013
6.205,0.002229
6.21,0.002148
6.215,0.001978
6.22,0.001967
6.225,0.001313
6.23,0.002047
6.235,0.001658
6.24,0.001552
6.245,0.002601
6.25,0.002037
6.255,0.002145
6.26,0.001982
6.265,0.001855
6.27,0.001596
6.275,0.002291
6.28,0.001668
6.285,0.001598
6.29,0.001596
6.295,0.002152
6.3,0.002191
6.305,0.002259
6.31,0.001971
6.315,0.001962
6.32,0.002476
6.325,0.001505
6.33,0.002249
6.335,0.002074
6.34,0.001838
6.345,0.001707
6.35,0.001465
6.355,0.001483
6.36,0.001597
6.365,0.001883
6.37,0.002728
6.375,0.001775
6.38,0.001944
6.385,0.00185
6.39,0.001503
6.395,0.001674
6.4,0.002531
6.405,0.002012
6.41,0.001479
6.415,0.001278
6.42,0.002479
6.425,0.001893
6.43,0.001528
6.435,0.002271
6.44,0.001918
6.445,0.001777
6.45,0.001984
6.455,0.002488
6.46,0.001672
6.465,0.002278
6.47,0.002048
6.475,0.001814
6.48,0.002549
6.485,0.001884
6.49,0.002063
6.495,0.001836
6.5,0.001545
6.505,0.002118
6.51,0.00163
6.515,0.002621
6.52,0.002548
6.525,0.001805
6.53,0.001798
6.535,0.001711
6.54,0.002607
6.545,0.001586
6.55,0.001611
6.555,0.001666
6.56,0.00169
6.565,0.002518
6.57,0.00187
6.575,0.002068
6.58,0.001938
6.585,0.001944
6.59,0.0027
6.595,0.002634
6.6,0.002188
6.605,0.001774
6.61,0.002817
6.615,0.002041
6.62,0.00168
6.625,0.001714
6.63,0.00202
6.635,0.002251
6.64,0.001022
6.645,0.002136
6.65,0.001979
6.655,0.002188
6.66,0.001695
6.665,0.002348
6.67,0.001834
6.675,0.002398
6.68,0.002822
6.685,0.002093
6.69,0.00213
6.695,0.002113
6.7,0.00141
6.705,0.002166
6.71,0.001475
6.715,0.001112
6.72,0.001982
6.725,0.002236
6.73,0.001702
6.735,0.001416
6.74,0.002473
6.745,0.001434
6.75,0.002371
6.755,0.001894
6.76,0.001601
6.765,0.002095
6.77,0.001124
6.775,0.001729
6.78,0.001979
6.785,0.001958
6.79,0.002463
6.795,0.001617
6.8,0.002175
6.805,0.001922
6.81,0.002249
6.815,0.002123
6.82,0.002384
6.825,0.001944
6.83,0.002484
6.835,0.001994
6.84,0.001734
6.845,0.002009
6.85,0.002044
6.855,0.002529
6.86,0.001588
6.865,0.002004
6.87,0.001554
6.875,0.002323
6.88,0.002306
6.885,0.002223
6.89,0.001501
6.895,0.001619
6.9,0.001965
6.905,0.002129
6.91,0.002249
6.915,0.001832
6.92,0.00205
6.925,0.001869
6.93,0.001825
6.935,0.001879
6.94,0.001618
6.945,0.002333
6.95,0.002489
6.955,0.002207
6.96,0.001842
6.965,0.002515
6.97,0.001663
6.975,0.0024
6.98,0.002338
6.985,0.002426
6.99,0.001392
6.995,0.002122
7.0,0.001824
7.005,0.002276
7.01,0.002067
7.015,0.001261
7.02,0.002231
7.025,0.002638
7.03,0.002173
7.035,0.002274
7.04,0.002069
7.045,0.002195
7.05,0.001829
7.055,0.002596
7.06,0.002833
7.065,0.001771
7.07,0.002197
7.075,0.001891
7.08,0.0026
7.085,0.002119
7.09,0.002335
7.095,0.001973
7.1,0.002427
7.105,0.002317
7.11,0.002169
7.115,0.002244
7.12,0.001538
7.125,0.002346
7.13,0.001691
7.135,0.001845
7.14,0.002057
7.145,0.0023
7.15,0.002351
7.155,0.00214
7.16,0.002126
7.165,0.002289
7.17,0.001753
7.175,0.002052
7.18,0.001805
7.185,0.001435
7.19,0.00163
7.195,0.002415
7.2,0.001821
7.205,0.001449
7.21,0.002036
7.215,0.001809
7.22,0.001854
7.225,0.001903
7.23,0.002115
7.235,0.002087
7.24,0.001963
7.245,0.002083
7.25,0.001982
7.255,0.002139
7.26,0.002266
7.265,0.001995
7.27,0.002707
7.275,0.001677
7.28,0.00185
7.285,0.00196
7.29,0.002492
7.295,0.002383
7.3,0.00217
7.305,0.001767
7.31,0.0022
7.315,0.002034
7.32,0.001945
7.325,0.002475
7.33,0.002581
7.335,0.002169
7.34,0.001839
7.345,0.002143
7.35,0.001714
7.355,0.001531
7.36,0.001404
7.365,0.001936
7.37,0.00191
7.375,0.001746
7.38,0.001823
7.385,0.001887
7.39,0.001625
7.395,0.002123
7.4,0.002557
7.405,0.001969
7.41,0.001576
7.415,0.002467
7.42,0.003373
7.425,0.005397
7.43,0.009538
7.435,0.017213
7.44,0.031153
7.445,0.053327
7.45,0.086912
7.455,0.131365
7.46,0.185239
7.465,0.242536
7.47,0.293306
7.475,0.328632
7.48,0.341333
7.485,0.329378
7.49,0.29325
7.495,0.24207
7.5,0.185117
7.505,0.131731
7.51,0.086742
7.515,0.053244
7.52,0.030674
7.525,0.016872
7.53,0.009482
7.535,0.005256
7.54,0.003778
7.545,0.001907
7.55,0.00213
7.555,0.002922
7.56,0.003306
7.565,0.00569
7.57,0.010314
7.575,0.019605
7.58,0.035965
7.585,0.063071
7.59,0.102077
7.595,0.154525
7.6,0.217941
7.605,0.284838
7.61,0.344792
7.615,0.386652
7.62,0.402152
7.625,0.38709
7.63,0.344564
7.635,0.284619
7.64,0.217908
7.645,0.154601
7.65,0.102324
7.655,0.062322
7.66,0.035625
7.665,0.01974
7.67,0.0101
7.675,0.005681
7.68,0.002901
7.685,0.002737
7.69,0.002994
7.695,0.001925
7.7,0.001899
7.705,0.002202
7.71,0.002336
7.715,0.001447
7.72,0.001913
7.725,0.002033
7.73,0.002004
7.735,0.00209
7.74,0.001936
7.745,0.001908
7.75,0.001613
7.755,0.00257
7.76,0.002
7.765,0.002381
